loan_id,no_of_dependents,self_employed,income_annum,loan_amount,loan_term,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
377,5, Yes,7700000,16800000,20,8600000,4800000,23400000,8000000, Approved
378,4, Yes,9500000,23500000,14,22900000,6700000,25100000,7300000, Rejected
379,2, Yes,5000000,17600000,20,6200000,5200000,16500000,5200000, Rejected
380,0, No,500000,1800000,2,1300000,500000,1900000,700000, Approved
381,1, Yes,8300000,32100000,16,18500000,2700000,28900000,7500000, Approved
382,0, No,5300000,17900000,6,4700000,3900000,14400000,3600000, Approved
383,2, Yes,9300000,29000000,12,7900000,6800000,29900000,4900000, Approved
384,3, No,2300000,7400000,2,6500000,2400000,7600000,2100000, Approved
385,1, No,400000,1300000,6,200000,500000,800000,100000, Approved
386,3, No,3200000,10800000,4,2600000,1000000,8700000,2600000, Approved
387,5, Yes,9400000,35300000,16,4100000,12500000,37000000,12900000, Rejected
388,1, No,2300000,6600000,2,5900000,200000,6000000,2200000, Rejected
389,5, No,4300000,14500000,12,12500000,4300000,12500000,5100000, Rejected
390,0, Yes,6200000,22400000,18,15700000,6600000,15800000,8200000, Approved
391,0, Yes,7200000,19800000,12,12700000,8100000,25000000,7300000, Approved
392,5, Yes,2400000,8700000,18,2800000,2900000,7100000,1100000, Approved
393,3, No,2900000,6300000,8,3400000,3400000,7600000,1400000, Approved
394,1, No,1400000,5200000,12,2900000,0,3700000,700000, Approved
395,4, Yes,2200000,8200000,14,5800000,2800000,8200000,1400000, Approved
396,2, Yes,800000,3200000,10,0,200000,2100000,700000, Rejected
397,0, No,600000,1700000,2,400000,400000,2000000,200000, Approved
398,4, Yes,700000,2700000,16,1100000,1200000,1400000,300000, Approved
399,2, No,8400000,25900000,16,8600000,13400000,33500000,4200000, Approved
400,2, No,7100000,21500000,16,5800000,12100000,14200000,9300000, Approved
401,4, No,5400000,15700000,18,13700000,2600000,16500000,6600000, Rejected
402,5, No,3700000,7300000,18,9300000,100000,13900000,5300000, Rejected
403,3, Yes,5200000,15200000,16,1300000,5700000,13500000,4100000, Approved
404,4, Yes,200000,700000,10,200000,200000,300000,300000, Approved
405,3, No,500000,1000000,20,800000,800000,900000,200000, Rejected
406,2, Yes,1800000,5700000,4,1200000,1900000,6300000,2400000, Approved
407,5, Yes,9200000,29400000,8,18000000,5900000,33800000,5400000, Rejected
408,4, No,900000,3300000,10,0,400000,1800000,1200000, Approved
409,3, No,7500000,28300000,12,9200000,11300000,22700000,7000000, Rejected
410,5, No,3000000,11800000,6,8200000,2200000,7100000,2300000, Approved
411,5, No,7100000,18900000,12,10700000,1100000,19800000,8500000, Rejected
412,1, Yes,3500000,7200000,2,4100000,3200000,11900000,4200000, Approved
413,4, No,4900000,18800000,16,4200000,4700000,13200000,2600000, Approved
414,1, No,4100000,8400000,20,1400000,8000000,10000000,4400000, Approved
415,0, Yes,800000,2100000,6,300000,100000,1600000,600000, Approved
416,3, Yes,1700000,4600000,12,1500000,1300000,5200000,1700000, Rejected
417,0, Yes,6100000,23300000,12,3800000,2300000,17700000,4900000, Rejected
418,1, Yes,2100000,7700000,16,5000000,500000,4700000,2300000, Rejected
419,0, No,3100000,9300000,6,1300000,1400000,8100000,3800000, Approved
420,2, Yes,1700000,3500000,20,2200000,1400000,4800000,1700000, Approved
421,3, No,1700000,5400000,6,4800000,700000,5800000,1700000, Approved
422,4, Yes,4000000,14500000,6,2400000,5700000,10900000,4100000, Approved
423,5, No,5600000,18400000,8,11300000,6700000,11300000,5600000, Rejected
424,4, Yes,3900000,11900000,10,10200000,4000000,10200000,2800000, Approved
425,4, Yes,6100000,15300000,14,1100000,9900000,13300000,8400000, Approved
426,0, Yes,1100000,2800000,18,500000,300000,4300000,1400000, Rejected
427,2, No,5500000,14800000,8,13000000,4500000,12600000,4500000, Rejected
428,4, Yes,1100000,3600000,14,2500000,500000,3600000,600000, Approved
429,4, Yes,400000,900000,20,1000000,500000,1600000,500000, Approved
430,3, No,9200000,36400000,18,3100000,12700000,30900000,12300000, Approved
431,4, Yes,9300000,27500000,18,21500000,500000,34900000,6600000, Rejected
432,1, No,1100000,3500000,8,2300000,1200000,3200000,500000, Approved
433,3, No,5600000,18700000,2,8000000,8200000,17300000,4800000, Approved
434,0, Yes,6300000,21500000,8,600000,3400000,22000000,5200000, Approved
435,3, No,8800000,18100000,6,6400000,2100000,18500000,9400000, Approved
436,0, No,8400000,20800000,20,5100000,8900000,32100000,10800000, Approved
437,3, Yes,1600000,5700000,4,3300000,2700000,6200000,2300000, Approved
438,3, Yes,4500000,11400000,8,8500000,6800000,9900000,4500000, Rejected
439,5, No,6500000,18500000,4,13600000,3300000,23600000,7100000, Approved
440,3, Yes,9500000,20600000,2,13400000,3800000,20700000,9200000, Approved
441,3, No,4700000,16700000,12,4000000,1700000,17300000,3500000, Approved
442,5, Yes,9600000,32400000,2,3500000,15400000,26800000,6200000, Approved
443,5, No,8000000,26700000,20,8000000,14700000,29900000,7800000, Approved
444,2, No,7700000,16700000,6,12900000,2900000,18100000,8500000, Approved
445,1, Yes,3600000,10300000,12,6800000,500000,12200000,2700000, Rejected
446,2, No,700000,1700000,10,100000,700000,2000000,900000, Approved
447,0, Yes,1400000,5100000,6,4100000,1900000,5200000,1900000, Approved
448,1, Yes,8600000,27900000,20,12200000,14800000,27100000,7900000, Rejected
449,4, No,4700000,15700000,4,3300000,2500000,13800000,4800000, Approved
450,3, Yes,2900000,5800000,12,8400000,2600000,10100000,3100000, Rejected
451,4, No,9000000,29000000,16,4600000,15600000,29200000,12300000, Approved
452,5, Yes,500000,900000,18,1400000,600000,1200000,400000, Approved
453,2, Yes,700000,1700000,10,1400000,1000000,1900000,900000, Rejected
454,0, No,6800000,27000000,4,17100000,7600000,21400000,9400000, Approved
455,2, No,1800000,4700000,8,4500000,1200000,4100000,2200000, Approved
456,0, No,6000000,12400000,2,3000000,2100000,17900000,6800000, Approved
457,4, Yes,5400000,21500000,14,4300000,1500000,14300000,7500000, Approved
458,5, Yes,8400000,17500000,12,15300000,13600000,26000000,5800000, Approved
459,0, No,7400000,20900000,6,15600000,14000000,21000000,7200000, Approved
460,2, No,3200000,12500000,10,6100000,2000000,8200000,4300000, Rejected
461,1, Yes,5400000,21400000,8,2600000,1000000,19700000,6800000, Rejected
462,5, Yes,1000000,2500000,14,2200000,100000,2300000,1100000, Approved
463,0, No,4400000,14700000,16,4000000,2700000,14400000,2700000, Approved
464,1, Yes,3800000,10500000,12,1800000,6200000,12500000,2500000, Approved
465,3, Yes,6100000,20900000,18,500000,8500000,18000000,7500000, Rejected
466,5, Yes,5500000,17300000,16,1000000,2900000,13700000,7900000, Approved
467,5, Yes,500000,1800000,18,1000000,500000,1300000,200000, Rejected
468,0, Yes,300000,1100000,2,200000,100000,1100000,400000, Approved
469,1, Yes,6200000,16900000,2,10600000,7500000,23700000,7600000, Rejected
470,0, No,300000,900000,20,0,400000,600000,200000, Rejected
471,0, Yes,6900000,22100000,20,13600000,4600000,22000000,6900000, Rejected
472,4, No,3700000,11400000,12,4200000,5800000,7300000,2300000, Approved
473,3, Yes,8800000,28600000,10,5200000,5000000,32000000,9600000, Approved
474,5, Yes,8200000,23500000,12,15100000,1500000,24300000,5800000, Rejected
475,1, Yes,9200000,31500000,18,5300000,6100000,20400000,8300000, Approved
476,0, No,2400000,7800000,14,5200000,2900000,6200000,2900000, Approved
477,4, No,4100000,13500000,18,4700000,6200000,13900000,2000000, Rejected
478,1, No,8000000,31900000,12,23800000,1500000,22100000,6000000, Rejected
479,3, Yes,3600000,8600000,8,5400000,5900000,9800000,5200000, Approved
480,1, Yes,700000,2700000,20,100000,1000000,2600000,500000, Approved
481,4, No,8300000,30700000,6,21700000,2300000,26700000,4600000, Rejected
482,0, Yes,5300000,15000000,2,1700000,2100000,21000000,5800000, Approved
483,4, No,8300000,24900000,16,15400000,5600000,26700000,7000000, Rejected
484,3, Yes,2500000,8800000,12,4900000,1800000,9100000,3300000, Rejected
485,3, Yes,5400000,14400000,8,11000000,7900000,20800000,3100000, Approved
486,4, No,1600000,4900000,8,3200000,2000000,3800000,1500000, Approved
487,2, No,2400000,6200000,12,4900000,3700000,9500000,1100000, Approved
488,5, No,6300000,14800000,6,16100000,10500000,21800000,5400000, Approved
489,4, Yes,2500000,5300000,10,2300000,2800000,7100000,1700000, Rejected
490,0, Yes,7500000,16800000,16,21500000,4800000,25400000,11100000, Rejected
491,3, No,2900000,8500000,14,1200000,4500000,8800000,1800000, Approved
492,3, Yes,1000000,3500000,16,800000,1700000,3000000,700000, Approved
493,2, Yes,8600000,28800000,8,23300000,5900000,21200000,7200000, Approved
494,1, No,300000,1100000,12,600000,400000,1200000,200000, Rejected
495,5, No,2300000,5700000,18,5600000,3300000,4900000,2700000, Rejected
496,2, Yes,2400000,5400000,12,300000,2500000,5000000,3000000, Approved
497,5, Yes,9800000,30300000,6,20800000,16000000,30200000,7600000, Approved
498,2, No,8100000,24800000,6,200000,4000000,31100000,10500000, Rejected
499,3, No,6700000,15500000,18,2100000,2000000,26300000,9400000, Rejected
500,1, Yes,8400000,24700000,18,23000000,13200000,32700000,12200000, Approved
501,2, No,200000,700000,8,400000,200000,800000,200000, Approved
502,2, No,4700000,12500000,14,1300000,6300000,10100000,5400000, Rejected
503,0, Yes,4300000,14300000,14,3800000,900000,16700000,5700000, Approved
504,4, No,2200000,7000000,20,3600000,3900000,5700000,1200000, Approved
505,4, Yes,8600000,19200000,4,20400000,1500000,32800000,9300000, Approved
506,4, Yes,2000000,7200000,10,2500000,300000,7600000,1000000, Approved
507,4, Yes,4200000,15900000,14,7200000,7900000,16200000,3000000, Rejected
508,0, Yes,5100000,12500000,18,3300000,1000000,14800000,3200000, Approved
509,2, Yes,4100000,11200000,6,12200000,4100000,10000000,4500000, Rejected
510,1, Yes,9900000,39500000,12,11800000,3700000,30200000,13500000, Approved
511,1, Yes,3200000,9000000,20,2700000,2800000,7200000,3800000, Rejected
512,2, No,5500000,19000000,4,1100000,4000000,18700000,5300000, Approved
513,0, Yes,7800000,29100000,20,21100000,13000000,17300000,9700000, Rejected
514,3, Yes,3400000,9700000,20,1500000,1500000,7300000,2400000, Approved
515,4, Yes,7900000,25900000,14,10900000,14300000,27700000,7600000, Rejected
516,3, Yes,8900000,18500000,10,6100000,0,32000000,10300000, Rejected
517,2, No,7300000,19100000,14,2000000,13400000,16800000,4000000, Approved
518,4, Yes,3300000,10600000,8,500000,4400000,7300000,2800000, Rejected
519,4, Yes,2900000,10500000,8,4400000,5500000,7600000,3800000, Approved
520,2, Yes,500000,1300000,4,1400000,500000,1800000,600000, Rejected
521,3, No,7200000,21200000,4,10800000,4200000,24900000,5700000, Approved
522,3, No,8300000,24100000,14,5900000,700000,24000000,7700000, Approved
523,1, Yes,8700000,20500000,6,19300000,6500000,23700000,4800000, Rejected
524,4, Yes,7100000,27900000,10,9000000,13400000,26500000,7700000, Rejected
525,3, Yes,9800000,28200000,12,15800000,6500000,21900000,9600000, Approved
526,0, Yes,6900000,17000000,20,18100000,9400000,26600000,4300000, Approved
527,0, No,2400000,5000000,14,5900000,4400000,5500000,3200000, Approved
528,1, Yes,2100000,4900000,10,200000,2000000,5400000,1000000, Approved
529,2, Yes,7200000,23900000,4,4200000,12200000,17800000,10800000, Approved
530,2, No,4600000,13500000,16,7700000,5900000,10600000,5000000, Approved
531,5, Yes,9900000,31800000,18,23400000,700000,32600000,11500000, Approved
532,4, Yes,300000,1000000,20,0,100000,1100000,400000, Approved
533,5, Yes,6900000,23900000,6,17100000,6900000,21500000,8900000, Rejected
534,2, Yes,1700000,4300000,6,5000000,1500000,3400000,900000, Approved
535,2, Yes,4400000,10000000,20,7400000,7600000,12200000,5100000, Rejected
536,4, Yes,4300000,15000000,8,4700000,100000,9000000,4900000, Rejected
537,2, No,3700000,14100000,6,800000,200000,11300000,3400000, Approved
538,1, No,5900000,15200000,2,17100000,2000000,14700000,3600000, Rejected
539,5, Yes,8600000,26300000,10,23300000,9800000,18100000,11300000, Approved
540,3, Yes,3400000,13200000,8,6500000,300000,13000000,4900000, Approved
541,3, Yes,1000000,3200000,14,1900000,100000,3600000,1100000, Approved
542,1, Yes,4400000,14200000,16,12700000,1300000,12600000,4500000, Rejected
543,0, No,3600000,7800000,14,9800000,6900000,11900000,3000000, Rejected
544,3, No,1400000,2700000,8,3100000,1800000,3400000,1000000, Approved
545,0, No,5300000,10900000,18,12900000,2600000,12700000,7600000, Approved
546,3, Yes,9400000,20500000,6,17400000,13000000,24500000,10200000, Approved
547,4, Yes,6600000,22100000,6,3600000,3500000,19800000,4700000, Approved
548,5, No,9800000,37600000,18,19200000,5100000,19900000,5100000, Rejected
549,1, No,1900000,4900000,20,4100000,2100000,6800000,1700000, Approved
550,2, Yes,5800000,22500000,6,11900000,2600000,17100000,4800000, Approved
551,2, No,3100000,10400000,10,6900000,5900000,10000000,3500000, Rejected
552,0, No,6800000,18400000,2,4000000,900000,20200000,9900000, Approved
553,5, No,4600000,16200000,12,5900000,1200000,10800000,3700000, Approved
554,2, Yes,200000,700000,16,600000,200000,600000,100000, Approved
555,3, Yes,9500000,22800000,6,200000,18800000,34100000,9400000, Rejected
556,5, Yes,6200000,22200000,20,13500000,6600000,21700000,8700000, Approved
557,4, Yes,9700000,32300000,18,11600000,14300000,20000000,5400000, Rejected
558,5, Yes,4200000,12300000,2,10500000,200000,15600000,4200000, Approved
559,1, Yes,5700000,12000000,4,15700000,900000,17300000,7400000, Rejected
560,2, Yes,200000,500000,6,-100000,0,300000,200000, Rejected
561,4, No,8000000,25500000,4,17200000,13900000,26200000,4900000, Approved
562,4, No,5200000,20400000,20,4700000,1600000,14300000,6200000, Approved
563,1, Yes,7100000,15200000,8,5900000,900000,24300000,5900000, Rejected
564,1, Yes,9300000,27900000,12,2100000,4200000,29000000,6600000, Approved
565,5, No,2000000,6100000,2,1900000,1900000,4600000,2000000, Approved
566,3, Yes,3900000,14000000,18,5200000,4000000,11600000,2700000, Approved
567,2, No,2800000,5900000,6,1000000,3900000,10900000,1500000, Approved
568,5, Yes,3000000,11100000,12,8500000,2500000,7300000,2000000, Rejected
569,4, No,4500000,9800000,16,9800000,8200000,13900000,5500000, Approved
570,4, No,1900000,4300000,4,2400000,0,7000000,900000, Approved
571,1, No,2300000,7200000,8,3000000,2100000,8100000,3400000, Rejected
572,0, No,4700000,17500000,2,5400000,2300000,11700000,7000000, Approved
573,2, Yes,1300000,2700000,8,100000,300000,2600000,1300000, Approved
574,3, No,3100000,11000000,2,5900000,2200000,9000000,2400000, Approved
575,0, No,8400000,17500000,18,13200000,5300000,31300000,10400000, Rejected
576,5, Yes,1700000,5800000,4,2000000,1800000,6000000,2300000, Approved
577,2, No,1900000,7500000,2,600000,1100000,7100000,2600000, Approved
578,3, No,2400000,8600000,8,3400000,2400000,6200000,1600000, Approved
579,5, No,6800000,20500000,10,500000,11800000,27200000,3400000, Approved
580,1, No,2900000,10900000,20,6600000,2800000,9300000,2600000, Rejected
581,4, Yes,8900000,26300000,10,23900000,7000000,27400000,12100000, Rejected
582,1, No,8800000,22200000,18,8400000,11900000,21000000,10500000, Approved
583,0, Yes,8200000,19200000,16,16500000,9200000,20000000,7200000, Rejected
584,3, Yes,3600000,13200000,16,9800000,4000000,9900000,2100000, Approved
585,4, Yes,9500000,31800000,6,5900000,1300000,28400000,12200000, Rejected
586,0, Yes,1900000,5700000,18,5500000,200000,6500000,2000000, Approved
587,3, Yes,9100000,24600000,2,8000000,4000000,35500000,13600000, Approved
588,5, No,1100000,3800000,18,200000,1800000,2300000,900000, Rejected
589,5, Yes,1100000,2800000,10,2700000,2000000,4300000,1400000, Approved
590,1, No,9300000,28600000,14,17300000,9100000,27400000,12500000, Approved
591,4, Yes,3900000,10600000,2,300000,7600000,14800000,2500000, Rejected
592,5, Yes,1500000,4000000,12,2900000,1900000,4400000,1200000, Rejected
593,5, No,800000,2200000,6,900000,500000,2800000,1000000, Rejected
594,4, No,600000,1800000,6,100000,1100000,2100000,800000, Approved
595,2, No,4400000,12500000,18,7900000,1200000,10100000,2700000, Rejected
596,4, Yes,2700000,5400000,6,6300000,2400000,6700000,2700000, Approved
597,3, Yes,6200000,14600000,2,18300000,8400000,16800000,6600000, Approved
598,5, Yes,700000,1300000,16,2100000,1300000,2000000,1000000, Rejected
599,0, No,3400000,9400000,6,600000,6000000,8600000,2600000, Approved
600,1, Yes,4900000,16800000,12,1700000,2700000,11100000,5900000, Approved
601,3, Yes,4200000,9700000,2,700000,8200000,8600000,4300000, Rejected
602,0, Yes,5300000,10600000,2,8100000,6700000,17400000,5800000, Approved
603,5, Yes,3700000,10000000,20,8000000,800000,12000000,2200000, Approved
604,4, Yes,5600000,17500000,10,14200000,2300000,12100000,7200000, Rejected
605,2, Yes,4300000,16000000,14,9800000,6700000,17000000,4500000, Approved
606,4, Yes,7100000,24500000,14,9100000,7000000,20400000,6800000, Approved
607,4, Yes,5400000,12700000,4,11000000,3300000,15100000,6500000, Approved
608,0, No,6000000,13100000,6,16600000,7600000,22000000,7400000, Rejected
609,4, Yes,4100000,12500000,2,10900000,7200000,12200000,2000000, Approved
610,4, No,8300000,17900000,20,12700000,1300000,26800000,12200000, Approved
611,3, No,8100000,23900000,10,7100000,6100000,28300000,8900000, Rejected
612,1, No,7200000,24900000,14,3600000,11600000,16600000,5800000, Approved
613,5, No,7200000,17500000,4,2300000,400000,17500000,6200000, Rejected
614,2, Yes,3500000,8100000,4,3800000,6700000,12500000,2700000, Approved
615,1, No,6200000,19500000,12,9100000,2900000,15300000,4000000, Approved
616,3, No,5200000,17300000,10,2600000,1400000,12700000,6400000, Rejected
617,0, No,4500000,14500000,2,6100000,8400000,17200000,6600000, Approved
618,5, No,5400000,15100000,12,5200000,4700000,13900000,5700000, Rejected
619,3, Yes,2000000,6900000,6,2200000,2800000,6400000,3000000, Approved
620,3, No,8900000,25400000,8,19400000,12100000,18800000,4500000, Approved
621,2, No,5000000,10600000,4,11900000,900000,14800000,7100000, Approved
622,2, No,4900000,17600000,6,13600000,7500000,12700000,5600000, Approved
623,4, Yes,5300000,19200000,4,14200000,6900000,17800000,3900000, Approved
